Continent,Country,Product,Date,Materials,Product,Volume
Africa,Angola,pullovers ,2018/07/21,Lst_OTHER_MATERIALS,petrol,51.4
Africa,Ghana,Jewelry,2013/12/16,Lst_FABRICS,FABRICS,59.11
Africa,Senegal,Sugar ,2000/06/03,Lst_BUILDING_MATERIALS,brick,32.91
Asia,Japan,pullovers ,2020/09/02,Lst_OTHER_MATERIALS,dust,35.87
Asia,Turkey,Beans,2008/08/06,Lst_OTHER_MATERIALS,coal,79.95
Africa,Ghana,Coffee,2014/03/14,Lst_BUILDING_MATERIALS,glass,50.94
Asia,Thailand,Antibiotics ,2008/05/12,Lst_OTHER_MATERIALS,ice,95.75
Americas,Saint Martin (French part),Diamonds,2021/06/14,Lst_METALS,silver,31.26
Europe,Slovenia,Antibiotics ,2000/07/11,Lst_OTHER_MATERIALS,dust,91.22
Africa,Sao Tome and Principe,Bananas,2006/05/25,Lst_OTHER_MATERIALS,fibreglass,43.95
Asia,Viet Nam,Rice,2016/09/04,Lst_OTHER_MATERIALS,mud,79.72
Americas,Dominican Republic,safflower,2010/10/20,Lst_BUILDING_MATERIALS,marble,92.48
Africa,CÃ´te d Ivoire,pullovers ,2008/01/03,Lst_METALS,carbon dioxide,91.53
Oceania,Australia,Coffee,2004/09/13,Lst_FABRICS,nylon,91.61
Africa,RÃ©union,Sugar ,2000/04/04,Lst_FABRICS,polyester,38.33
Europe,Macedonia (the former Yugoslav Republic of),Silver ,2001/07/23,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,83.38
Asia,India,Chocolate,2005/07/07,Lst_BUILDING_MATERIALS,brick,55.74
Asia,Lebanon,seeds,2020/11/03,Lst_BUILDING_MATERIALS,wood,82.52
Africa,Togo,Meat,2001/11/14,Lst_METALS,lead,62.46
Americas,Saint BarthÃ©lemy,safflower,2012/01/21,Lst_OTHER_MATERIALS,dust,62.84
Asia,India,Meat,2007/10/29,Lst_METALS,tin,76.83
Asia,Uzbekistan,Caps,2016/09/04,Lst_FABRICS,polyester,68.11
Europe,Spain,seeds,2006/07/17,Lst_METALS,nitrogen,81.14
Asia,Singapore,seeds,2018/07/17,Lst_METALS,helium,78.78
Oceania,Norfolk Island,Alcohol  ,2011/04/05,Lst_FABRICS,linen,49.3
Oceania,Tokelau,Coffee,2015/11/22,Lst_BUILDING_MATERIALS,plastic,71.6
Africa,Sao Tome and Principe,Beans,2003/07/12,Lst_FABRICS,FABRICS,35.29
Americas,Grenada,Chocolate,2015/07/02,Lst_FABRICS,polyester,44.35
Americas,"Bonaire, Sint Eustatius and Saba",T-shirts,2014/07/07,Lst_BUILDING_MATERIALS,plastic,74.15
Asia,Tajikistan,mercury,2004/03/16,Lst_METALS,GASES,87.62
Oceania,French Polynesia,uranium,2014/06/30,Lst_BUILDING_MATERIALS,glass,55.72
Africa,Kenya,mercury,2002/02/25,Lst_METALS,oxygen,84.01
Asia,Hong Kong,Coffee,2010/06/17,Lst_FABRICS,linen,84.78
Europe,Croatia,Palm oil,2010/05/29,Lst_FABRICS,leather,77.7
Europe,Serbia,Palm oil,2006/03/04,Lst_METALS,nitrogen,53.57
Europe,Ireland,Diamonds,2004/08/05,Lst_OTHER_MATERIALS,cardboard,68.74
Europe,Spain,seeds,2015/04/01,Lst_METALS,brass,84.32
Africa,Senegal,Provitamins,2004/08/30,Lst_METALS,silver,98.01
Africa,Mali,Silver ,2009/02/24,Lst_BUILDING_MATERIALS,brick,83.63
Africa,Sao Tome and Principe,Diamonds,2013/06/08,Lst_METALS,mercury,89.57
Europe,Holy See,Diamonds,2008/03/16,Lst_METALS,GASES,79.65
Oceania,Guam,Rice,2005/01/02,Lst_BUILDING_MATERIALS,cement,56.56
Europe,Latvia,Silver ,2000/09/23,Lst_METALS,brass,81.26
Africa,Egypt,T-shirts,2014/03/22,Lst_METALS,alloy,42.8
Africa,"Saint Helena, Ascension and Tristan da Cunha",Coffee,2013/01/31,Lst_OTHER_MATERIALS,coal,35.95
Europe,Italy,Jewelry,2014/05/29,Lst_METALS,bronze,79.73
Europe,Albania,copper,2000/07/04,Lst_METALS,gold,69.24
Europe,Jersey,copper,2016/12/04,Lst_FABRICS,linen,92.55
Oceania,Guam,Beans,2001/04/03,Lst_METALS,helium,69.71
Asia,Kazakhstan,Chocolate,2020/09/28,Lst_METALS,copper,32.16
Asia,Maldives,Gold,2012/03/06,Lst_FABRICS,man-made fibres,90.7
Africa,Guinea,pullovers ,2012/08/31,Lst_OTHER_MATERIALS,steam,91.7
Asia,Maldives,Cocoa beans,2018/01/18,Lst_BUILDING_MATERIALS,cement,35.24
Europe,Guernsey,Beans,2018/11/10,Lst_OTHER_MATERIALS,coal,99.44
Americas,Bahamas,Jerseys,2013/12/01,Lst_FABRICS,leather,79.63
Oceania,Fiji,Chocolate,2002/01/24,Lst_BUILDING_MATERIALS,marble,55.4
Europe,Iceland,Antibiotics ,2003/01/23,Lst_METALS,iron,40.03
Europe,Moldova (Republic of),copper,2008/02/05,Lst_METALS,copper,45.04
Asia,Kuwait,Provitamins,2014/08/10,Lst_METALS,mercury,67.59
Asia,Tajikistan,copper,2019/04/29,Lst_FABRICS,cloth,89.26
Asia,Philippines,Chocolate,2016/06/03,Lst_FABRICS,cloth,59.52
Africa,Lesotho,aluminium ,2014/11/20,Lst_OTHER_MATERIALS,ash,57.54
Oceania,Tokelau,Provitamins,2010/04/05,Lst_FABRICS,nylon,85.01
Oceania,Guam,Provitamins,2002/05/16,Lst_FABRICS,wool,95.41
Africa,Burkina Faso,Provitamins,2008/05/16,Lst_METALS,platinum,70.14
Oceania,Micronesia (Federated States of),Gold,2005/02/10,Lst_FABRICS,linen,38.98
Americas,Suriname,Diamonds,2010/01/18,Lst_METALS,oxygen,58.63
Oceania,Vanuatu,Coffee,2021/05/29,Lst_METALS,brass,72.44
Americas,Haiti,Cocoa beans,2006/02/26,Lst_OTHER_MATERIALS,OTHER MATERIALS,76.82
Asia,Kuwait,Gold,2009/12/30,Lst_FABRICS,leather,49.33
Europe,Ã…land Islands,Jewelry,2003/03/21,Lst_OTHER_MATERIALS,rubber,67.73
Asia,Kuwait,uranium,2007/04/14,Lst_BUILDING_MATERIALS,brick,69.01
Europe,Holy See,Corn,2012/03/19,Lst_BUILDING_MATERIALS,wood,59.49
Americas,Saint BarthÃ©lemy,iron,2008/02/08,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,58.29
Europe,Jersey,seeds,2006/06/16,Lst_BUILDING_MATERIALS,stone,36.54
Americas,Colombia,iron,2002/11/05,Lst_BUILDING_MATERIALS,gravel,67.95
Oceania,Tonga,uranium,2008/01/15,Lst_OTHER_MATERIALS,ice,46.37
Asia,Turkey,Jerseys,2004/10/08,Lst_BUILDING_MATERIALS,concrete,52.98
Asia,Bahrain,Rice,2001/04/15,Lst_OTHER_MATERIALS,cardboard,68.3
Asia,Saudi Arabia,Meat,2016/05/12,Lst_BUILDING_MATERIALS,cement,53.9
Europe,Isle of Man,Sugar ,2009/08/26,Lst_FABRICS,silk,63.39
Americas,Belize,Chocolate,2017/03/13,Lst_BUILDING_MATERIALS,metal,83.46
Africa,RÃ©union,mercury,2015/04/11,Lst_OTHER_MATERIALS,soil,79.2
Americas,Venezuela (Bolivarian Republic of),iron,2020/01/28,Lst_METALS,uranium,83.75
Asia,India,Palm oil,2021/08/24,Lst_FABRICS,silk,52.89
Americas,Falkland Islands (Malvinas),Sugar ,2011/07/30,Lst_METALS,mercury,53.56
Americas,Chile,Jewelry,2002/12/20,Lst_OTHER_MATERIALS,chalk,98.49
Europe,Lithuania,Meat,2000/06/04,Lst_OTHER_MATERIALS,cardboard,85.49
Americas,Virgin Islands (U.S.),Sugar ,2012/09/02,Lst_BUILDING_MATERIALS,gravel,37.43
Africa,"Saint Helena, Ascension and Tristan da Cunha",Provitamins,2009/03/29,Lst_FABRICS,wool,76.25
Oceania,Nauru,magnesium ,2008/07/21,Lst_BUILDING_MATERIALS,marble,63.59
Americas,Dominican Republic,T-shirts,2021/04/24,Lst_BUILDING_MATERIALS,plastic,38.96
Oceania,Fiji,T-shirts,2015/02/14,Lst_FABRICS,cloth,70.41
Asia,Bangladesh,Rice,2002/06/14,Lst_METALS,METALS,45.76
Asia,Hong Kong,aluminium ,2000/01/08,Lst_BUILDING_MATERIALS,gravel,98.61
Oceania,Norfolk Island,Chocolate,2020/08/05,Lst_FABRICS,nylon,55.78
Europe,Greece,Caps,2020/09/22,Lst_METALS,aluminium,81.45
Oceania,Tonga,Caps,2012/02/08,Lst_BUILDING_MATERIALS,marble,98.6
Europe,Estonia,pullovers ,2020/03/02,Lst_OTHER_MATERIALS,ash,33.86
Americas,Honduras,uranium,2003/04/28,Lst_METALS,METALS,76.3
Americas,Saint Kitts and Nevis,Cocoa beans,2016/10/03,Lst_BUILDING_MATERIALS,stone,33.54
Africa,Mauritania,Rice,2002/11/03,Lst_FABRICS,wool,89.82
Asia,Macao,Alcohol  ,2007/12/05,Lst_METALS,bronze,67.01
Americas,Bahamas,iron,2021/07/22,Lst_BUILDING_MATERIALS,concrete,34.38
Europe,Ukraine,pullovers ,2009/05/17,Lst_METALS,nickel,86.28
Africa,Senegal,fish,2020/11/20,Lst_OTHER_MATERIALS,cardboard,62.1
Oceania,Norfolk Island,fish,2006/08/14,Lst_METALS,alloy,72.33
Europe,Romania,T-shirts,2012/04/24,Lst_METALS,carbon dioxide,71.68
Asia,Kyrgyzstan,Provitamins,2012/04/11,Lst_BUILDING_MATERIALS,marble,43.6
Americas,El Salvador,Corn,2007/07/14,Lst_FABRICS,silk,95.04
Asia,"Palestine, State of",pullovers ,2000/01/13,Lst_METALS,aluminium,69.86
Africa,Botswana,Chocolate,2018/03/23,Lst_BUILDING_MATERIALS,stone,50.25
Asia,Indonesia,Bananas,2000/08/17,Lst_OTHER_MATERIALS,smoke,45.58
Africa,Somalia,Sugar ,2019/02/17,Lst_BUILDING_MATERIALS,marble,96.9
Oceania,Cook Islands,fish,2005/09/28,Lst_FABRICS,lace,72.36
Europe,Montenegro,pullovers ,2015/01/10,Lst_METALS,oxygen,44.35
Europe,Faroe Islands,bronze  ,2021/03/03,Lst_OTHER_MATERIALS,steam,51.31
Asia,Mongolia,aluminium ,2010/04/14,Lst_BUILDING_MATERIALS,brick,58.06
Africa,Gambia,Bananas,2001/12/13,Lst_FABRICS,leather,84.77
Oceania,Vanuatu,seeds,2001/10/29,Lst_OTHER_MATERIALS,rubber,53.92
Asia,China,Silver ,2012/04/22,Lst_BUILDING_MATERIALS,concrete,97.9
Europe,Portugal,uranium,2013/01/10,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,63.11
Americas,El Salvador,Sugar ,2007/09/14,Lst_FABRICS,lace,56.81
Asia,Sri Lanka,Coffee,2011/01/18,Lst_METALS,carbon dioxide,66.94
Europe,Germany,seeds,2008/08/22,Lst_METALS,hydrogen,97.43
Americas,Bolivia (Plurinational State of),Provitamins,2003/08/31,Lst_FABRICS,wool,67.05
Africa,Cabo Verde,Corn,2011/05/16,Lst_METALS,carbon dioxide,69.53
Africa,Malawi,Meat,2006/10/31,Lst_METALS,oxygen,86.17
Asia,Singapore,mercury,2003/04/06,Lst_OTHER_MATERIALS,paraffin,47.15
Africa,Cabo Verde,pullovers ,2016/01/22,Lst_BUILDING_MATERIALS,slate,86.23
Asia,United Arab Emirates,Alcohol  ,2013/04/04,Lst_OTHER_MATERIALS,OTHER MATERIALS,48.37
Oceania,American Samoa,Antibiotics ,2014/10/19,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,94.01
Americas,Dominican Republic,Bananas,2018/02/04,Lst_METALS,mercury,82.41
Oceania,Fiji,Meat,2002/01/05,Lst_BUILDING_MATERIALS,plastic,58.05
Oceania,Cook Islands,Cocoa beans,2007/04/10,Lst_FABRICS,polyester,73.79
Asia,Hong Kong,Antibiotics ,2014/09/24,Lst_OTHER_MATERIALS,gas,76.69
Asia,Yemen,Alcohol  ,2021/08/19,Lst_METALS,GASES,53.58
Asia,Viet Nam,safflower,2021/10/11,Lst_OTHER_MATERIALS,petrol,86.21
Asia,Iran (Islamic Republic of),copper,2004/06/27,Lst_METALS,oxygen,43.27
Oceania,Kiribati,Coffee,2001/01/20,Lst_FABRICS,cotton,54.14
Oceania,Marshall Islands,Coffee,2001/03/23,Lst_OTHER_MATERIALS,smoke,89.4
Africa,Burundi,Chocolate,2004/04/30,Lst_OTHER_MATERIALS,asbestos,68.55
Europe,Ã…land Islands,Caps,2004/09/23,Lst_OTHER_MATERIALS,oil,86.24
Americas,Virgin Islands (U.S.),Rice,2016/05/17,Lst_METALS,uranium,53.05
Oceania,Papua New Guinea,Provitamins,2003/12/31,Lst_FABRICS,FABRICS,66.52
Asia,Oman,Beans,2011/06/26,Lst_OTHER_MATERIALS,asbestos,56.91
Africa,Tunisia,Palm oil,2012/07/29,Lst_OTHER_MATERIALS,oil,47.03
Oceania,Papua New Guinea,Jerseys,2020/09/29,Lst_OTHER_MATERIALS,fibreglass,71.78
Oceania,Australia,Bananas,2010/09/01,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,31.56
Asia,Iraq,bronze  ,2015/07/03,Lst_METALS,METALS,97.58
Oceania,Tuvalu,Gold,2012/10/30,Lst_BUILDING_MATERIALS,plastic,77.45
Africa,Gambia,Corn,2014/07/05,Lst_METALS,nitrogen,98.68
Americas,Greenland,pullovers ,2003/09/07,Lst_BUILDING_MATERIALS,wood,37.58
Americas,Cayman Islands,T-shirts,2012/06/12,Lst_OTHER_MATERIALS,charcoal,68.49
Africa,Tunisia,Cocoa beans,2020/01/21,Lst_BUILDING_MATERIALS,glass,52.72
Oceania,Norfolk Island,Provitamins,2006/11/17,Lst_OTHER_MATERIALS,rubber,44.81
Europe,San Marino,seeds,2014/06/14,Lst_OTHER_MATERIALS,dust,30.35
Asia,Indonesia,Diamonds,2000/06/22,Lst_OTHER_MATERIALS,smoke,83.5
Africa,Uganda,mercury,2014/06/25,Lst_OTHER_MATERIALS,rubber,81.18
Asia,Kuwait,T-shirts,2013/11/24,Lst_METALS,GASES,70.07
Americas,Sint Maarten (Dutch part),pullovers ,2015/01/29,Lst_OTHER_MATERIALS,fibreglass,45.6
Americas,Costa Rica,Meat,2021/07/14,Lst_OTHER_MATERIALS,water,64.78
Europe,Ireland,Diamonds,2000/03/27,Lst_METALS,zinc,41.16
Asia,Brunei Darussalam,Coffee,2017/02/28,Lst_FABRICS,cloth,54.8
Americas,Venezuela (Bolivarian Republic of),Jewelry,2017/08/29,Lst_BUILDING_MATERIALS,marble,62.04
Americas,Puerto Rico,copper,2012/11/25,Lst_METALS,nitrogen,77.12
Africa,South Africa,Jewelry,2020/10/12,Lst_BUILDING_MATERIALS,sand,62.61
Africa,Liberia,Jerseys,2017/10/11,Lst_OTHER_MATERIALS,oil,94.72
Asia,Pakistan,Cocoa beans,2021/06/20,Lst_METALS,iron,60.23
Americas,Chile,copper,2002/05/01,Lst_METALS,bronze,65.34
Europe,Ã…land Islands,iron,2016/06/25,Lst_BUILDING_MATERIALS,concrete,74.6
Europe,Estonia,Silver ,2005/11/04,Lst_FABRICS,wool,40.61
Europe,Moldova (Republic of),Meat,2014/09/28,Lst_OTHER_MATERIALS,coal,51.53
Africa,Cabo Verde,mercury,2003/09/13,Lst_METALS,METALS,51.28
Oceania,Papua New Guinea,iron,2001/08/03,Lst_OTHER_MATERIALS,ash,34.58
Africa,Nigeria,fish,2004/03/09,Lst_FABRICS,silk,63.63
Europe,Poland,mercury,2020/04/10,Lst_OTHER_MATERIALS,chalk,56.2
Oceania,American Samoa,Silver ,2019/04/20,Lst_FABRICS,lace,60.93
Asia,India,safflower,2017/12/10,Lst_OTHER_MATERIALS,soil,69.56
Oceania,Papua New Guinea,magnesium ,2013/05/04,Lst_OTHER_MATERIALS,mud,48.42
Asia,Yemen,magnesium ,2006/08/21,Lst_OTHER_MATERIALS,cardboard,50.38
Oceania,Tonga,Palm oil,2002/05/10,Lst_OTHER_MATERIALS,petrol,92.9
Africa,Liberia,Rice,2002/07/26,Lst_BUILDING_MATERIALS,glass,33.96
Americas,Saint Martin (French part),Rice,2003/03/23,Lst_OTHER_MATERIALS,cardboard,60.37
Africa,RÃ©union,T-shirts,2008/08/05,Lst_FABRICS,cotton,62.35
Americas,Guadeloupe,Beans,2017/09/16,Lst_FABRICS,polyester,69.05
Oceania,Micronesia (Federated States of),T-shirts,2011/08/25,Lst_FABRICS,lace,57.19
Americas,Cuba,safflower,2001/07/09,Lst_FABRICS,wool,44.76
Africa,Cameroon,Sugar ,2001/04/19,Lst_OTHER_MATERIALS,petrol,56.11
Oceania,Niue,copper,2017/04/04,Lst_OTHER_MATERIALS,charcoal,82.98
Oceania,Palau,Coffee,2002/04/12,Lst_OTHER_MATERIALS,paraffin,84.13
Americas,Guatemala,Rice,2011/11/22,Lst_FABRICS,polyester,33.25
Europe,Holy See,Diamonds,2003/08/18,Lst_METALS,mercury,70.84
Americas,Barbados,Silver ,2020/05/27,Lst_OTHER_MATERIALS,ice,76.84
Oceania,Tonga,Cocoa beans,2008/03/08,Lst_OTHER_MATERIALS,clay,37.47
Americas,Barbados,Meat,2008/05/13,Lst_OTHER_MATERIALS,ice,62.82
Asia,Korea (Republic of),uranium,2010/08/20,Lst_BUILDING_MATERIALS,concrete,33.95
Africa,Liberia,Beans,2020/07/11,Lst_BUILDING_MATERIALS,sand,56.22
Africa,RÃ©union,Sugar ,2016/03/01,Lst_OTHER_MATERIALS,cardboard,30.96
Asia,Uzbekistan,magnesium ,2000/01/11,Lst_BUILDING_MATERIALS,cement,48.51
Asia,Hong Kong,Caps,2014/09/24,Lst_METALS,zinc,46.02
Asia,Sri Lanka,uranium,2009/10/27,Lst_METALS,magnesium,67.41
Africa,Cameroon,pullovers ,2013/07/07,Lst_OTHER_MATERIALS,charcoal,36.02
Americas,Honduras,T-shirts,2002/02/17,Lst_OTHER_MATERIALS,ice,89.76
Oceania,New Zealand,mercury,2008/07/16,Lst_BUILDING_MATERIALS,glass,63.27
Europe,San Marino,T-shirts,2012/06/07,Lst_METALS,aluminium,71.9
Asia,Kazakhstan,Cocoa beans,2012/07/07,Lst_OTHER_MATERIALS,petrol,76.04
Americas,Panama,pullovers ,2016/10/11,Lst_BUILDING_MATERIALS,slate,96.14
Oceania,Niue,safflower,2013/10/13,Lst_BUILDING_MATERIALS,stone,86.47
Africa,Comoros,Cocoa beans,2016/01/28,Lst_METALS,copper,81.32
Oceania,Samoa,magnesium ,2012/09/05,Lst_BUILDING_MATERIALS,concrete,65.18
Oceania,Niue,Sugar ,2002/05/20,Lst_METALS,hydrogen,92.31
Asia,Jordan,aluminium ,2001/12/29,Lst_OTHER_MATERIALS,mud,65.04
Europe,Poland,Gold,2004/12/25,Lst_BUILDING_MATERIALS,stone,80.81
Africa,Mauritania,Cocoa beans,2010/10/06,Lst_METALS,nickel,67.37
Asia,Armenia,Alcohol  ,2013/08/10,Lst_FABRICS,nylon,61.33
Americas,Saint BarthÃ©lemy,Meat,2021/01/13,Lst_OTHER_MATERIALS,cardboard,49.77
Africa,Tunisia,Bananas,2019/11/21,Lst_OTHER_MATERIALS,charcoal,51.86
Oceania,Papua New Guinea,Provitamins,2017/05/15,Lst_OTHER_MATERIALS,OTHER MATERIALS,82.53
Oceania,Solomon Islands,Coffee,2020/03/26,Lst_METALS,zinc,49.38
Asia,"Taiwan, Province of China",uranium,2004/05/21,Lst_FABRICS,nylon,36.25
Africa,Algeria,seeds,2005/03/19,Lst_FABRICS,cloth,44.43
Americas,Turks and Caicos Islands,Corn,2011/07/21,Lst_METALS,tin,98.38
Asia,Myanmar,Beans,2013/09/15,Lst_FABRICS,linen,33.75
Africa,Congo,iron,2010/06/21,Lst_FABRICS,linen,84.55
Americas,Belize,Jerseys,2021/03/07,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,38.01
Americas,Paraguay,safflower,2005/10/04,Lst_OTHER_MATERIALS,clay,72.51
Americas,Virgin Islands (U.S.),bronze  ,2015/10/08,Lst_OTHER_MATERIALS,ash,41.32
Americas,Cuba,Bananas,2021/03/13,Lst_METALS,hydrogen,35.92
Africa,Eritrea,Bananas,2012/04/11,Lst_METALS,METALS,58.2
Asia,Cyprus,bronze  ,2008/02/12,Lst_FABRICS,lace,73.91
Asia,Pakistan,safflower,2018/04/05,Lst_OTHER_MATERIALS,coal,32.15
Europe,Croatia,Caps,2005/01/13,Lst_BUILDING_MATERIALS,cement,65.83
Africa,Seychelles,mercury,2008/08/17,Lst_FABRICS,wool,35.75
Oceania,Wallis and Futuna,aluminium ,2021/03/08,Lst_BUILDING_MATERIALS,wood,95.26
Africa,Sierra Leone,Sugar ,2004/01/17,Lst_METALS,alloy,57.9
Americas,French Guiana,magnesium ,2013/05/31,Lst_METALS,tin,80.87
Europe,Belarus,Sugar ,2002/04/03,Lst_BUILDING_MATERIALS,slate,94.47
Oceania,Kiribati,Cocoa beans,2019/01/14,Lst_FABRICS,leather,80.39
Asia,Nepal,seeds,2019/03/16,Lst_FABRICS,leather,57.85
Africa,"Tanzania, United Republic of",Alcohol  ,2021/04/23,Lst_FABRICS,lace,55.11
Oceania,Tokelau,Diamonds,2010/01/26,Lst_FABRICS,nylon,77.93
Americas,Virgin Islands (British),Antibiotics ,2021/02/01,Lst_METALS,steel,71.06
Americas,Guatemala,Beans,2008/02/13,Lst_METALS,tin,66.03
Asia,Kuwait,Gold,2006/06/27,Lst_BUILDING_MATERIALS,concrete,88.27
Oceania,Papua New Guinea,Beans,2017/10/21,Lst_METALS,copper,86.29
Asia,Qatar,Gold,2013/09/25,Lst_FABRICS,polyester,42.46
Americas,Cuba,mercury,2018/10/15,Lst_FABRICS,linen,32.57
Europe,Iceland,pullovers ,2015/03/25,Lst_METALS,lead,80.67
Oceania,Australia,magnesium ,2007/10/15,Lst_METALS,oxygen,39.47
Africa,Uganda,magnesium ,2010/01/15,Lst_OTHER_MATERIALS,steam,94.95
Asia,China,bronze  ,2010/07/31,Lst_OTHER_MATERIALS,water,37.24
Oceania,Pitcairn,Jerseys,2003/05/02,Lst_OTHER_MATERIALS,asbestos,82.97
Europe,Gibraltar,T-shirts,2013/02/01,Lst_BUILDING_MATERIALS,cement,45.2
Africa,Kenya,Jewelry,2002/11/09,Lst_BUILDING_MATERIALS,wood,38.22
Europe,Estonia,copper,2011/11/02,Lst_OTHER_MATERIALS,clay,73.54
Oceania,Nauru,Jerseys,2005/04/23,Lst_METALS,GASES,51.72
Asia,Viet Nam,T-shirts,2021/09/09,Lst_BUILDING_MATERIALS,metal,97.77
Europe,Jersey,Rice,2016/03/25,Lst_OTHER_MATERIALS,asbestos,32.55
Africa,South Sudan,aluminium ,2004/09/12,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,61.42
Africa,Rwanda,Meat,2017/05/22,Lst_BUILDING_MATERIALS,plastic,94.14
Oceania,Cook Islands,seeds,2002/03/26,Lst_FABRICS,cloth,61.44
Africa,Morocco,magnesium ,2021/07/12,Lst_OTHER_MATERIALS,ash,54.28
Africa,Zimbabwe,Sugar ,2001/09/03,Lst_METALS,aluminium,40.93
Africa,Burundi,Diamonds,2013/06/24,Lst_OTHER_MATERIALS,asbestos,43.27
Oceania,New Caledonia,Sugar ,2000/06/11,Lst_METALS,platinum,69.5
Europe,Monaco,Coffee,2003/01/17,Lst_BUILDING_MATERIALS,slate,82.13
Oceania,Tonga,seeds,2008/11/23,Lst_METALS,carbon dioxide,88.31
Europe,Svalbard and Jan Mayen,uranium,2008/12/12,Lst_BUILDING_MATERIALS,cement,88.0
Oceania,Micronesia (Federated States of),Gold,2018/05/31,Lst_FABRICS,wool,65.99
Europe,Ireland,Corn,2008/03/09,Lst_OTHER_MATERIALS,cardboard,69.53
Africa,"Saint Helena, Ascension and Tristan da Cunha",fish,2014/11/22,Lst_METALS,gold,41.7
Africa,Chad,Jerseys,2007/11/17,Lst_FABRICS,man-made fibres,96.61
Americas,Virgin Islands (British),Bananas,2018/04/15,Lst_OTHER_MATERIALS,cardboard,75.15
Africa,Ghana,fish,2001/12/09,Lst_OTHER_MATERIALS,gas,58.78
Americas,Martinique,iron,2013/10/25,Lst_METALS,nitrogen,92.22
Americas,Cayman Islands,Provitamins,2005/07/10,Lst_OTHER_MATERIALS,OTHER MATERIALS,73.11
Asia,Hong Kong,Beans,2003/06/16,Lst_OTHER_MATERIALS,asbestos,58.3
Africa,Guinea-Bissau,Coffee,2014/12/27,Lst_OTHER_MATERIALS,fibreglass,46.87
Europe,Liechtenstein,bronze  ,2014/09/12,Lst_OTHER_MATERIALS,soil,94.85
Oceania,Fiji,Beans,2013/01/04,Lst_METALS,oxygen,96.31
Asia,Thailand,Palm oil,2012/02/26,Lst_BUILDING_MATERIALS,plastic,46.81
Africa,Djibouti,Jewelry,2020/03/30,Lst_OTHER_MATERIALS,coal,69.88
Americas,Bermuda,Jerseys,2008/07/29,Lst_BUILDING_MATERIALS,gravel,95.12
Americas,Paraguay,pullovers ,2020/06/12,Lst_OTHER_MATERIALS,smoke,67.35
Asia,Macao,aluminium ,2014/05/18,Lst_METALS,zinc,90.55
Oceania,Niue,uranium,2016/05/23,Lst_FABRICS,silk,32.47
Asia,Macao,Diamonds,2017/03/25,Lst_OTHER_MATERIALS,OTHER MATERIALS,81.66
Asia,Kuwait,fish,2013/08/02,Lst_METALS,silver,49.78
Africa,Swaziland,Diamonds,2015/08/07,Lst_METALS,lead,60.12
Americas,Costa Rica,Rice,2005/10/26,Lst_FABRICS,wool,46.16
Americas,Aruba,magnesium ,2012/03/03,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,74.54
Africa,Benin,Alcohol  ,2003/07/24,Lst_OTHER_MATERIALS,oil,67.43
Oceania,New Zealand,Cocoa beans,2008/02/03,Lst_BUILDING_MATERIALS,cement,60.3
Americas,Cayman Islands,Gold,2006/07/07,Lst_METALS,alloy,34.17
Europe,Bosnia and Herzegovina,seeds,2010/07/11,Lst_METALS,steel,74.85
Asia,Indonesia,Sugar ,2019/04/12,Lst_BUILDING_MATERIALS,stone,63.42
Europe,Russian Federation,Sugar ,2015/06/13,Lst_BUILDING_MATERIALS,BUILDING MATERIALS,93.36
Africa,Mozambique,Coffee,2000/08/10,Lst_FABRICS,silk,81.13
Oceania,Tonga,Alcohol  ,2001/05/29,Lst_METALS,mercury,95.27
Africa,Egypt,Coffee,2002/09/26,Lst_FABRICS,cloth,82.93
Africa,CÃ´te d Ivoire,Silver ,2012/03/06,Lst_BUILDING_MATERIALS,brick,40.79
Oceania,Palau,Caps,2003/11/19,Lst_OTHER_MATERIALS,fibreglass,62.46
Africa,Rwanda,Palm oil,2011/10/20,Lst_OTHER_MATERIALS,clay,44.68
Americas,Jamaica,Jewelry,2019/09/23,Lst_OTHER_MATERIALS,ash,88.87
Africa,Benin,Gold,2021/05/27,Lst_FABRICS,lace,71.0
Africa,Tunisia,uranium,2021/04/30,Lst_METALS,lead,68.0
Europe,Albania,safflower,2014/11/06,Lst_BUILDING_MATERIALS,sand,86.05
Europe,France,pullovers ,2004/07/24,Lst_METALS,silver,99.12
Asia,Macao,Alcohol  ,2018/04/26,Lst_METALS,tin,78.78
Europe,Isle of Man,uranium,2004/07/28,Lst_FABRICS,linen,52.42
Asia,Oman,Antibiotics ,2010/12/10,Lst_OTHER_MATERIALS,soil,77.57
Americas,Nicaragua,Silver ,2006/12/25,Lst_METALS,magnesium,51.48
Africa,Madagascar,Corn,2010/01/04,Lst_OTHER_MATERIALS,charcoal,40.11
Americas,Turks and Caicos Islands,Silver ,2020/01/21,Lst_OTHER_MATERIALS,water,31.46
Africa,Libya,Palm oil,2006/03/12,Lst_FABRICS,wool,54.59
Oceania,Fiji,safflower,2013/11/15,Lst_METALS,nickel,49.7
